generator_force_scale,generator_rated_force_n,generator_spring_decouple,air_spring_reference_bar,air_spring_max_cc,air_spring_min_cc,air_spring_expansion_gain,air_spring_compression_gain,generator_adaptive_profile,exhaust_open_ms,load_fraction,frequency_hz,combustion_pressure_gain,burn_duration_ms,damping_n_s_m,ignition_ms,compression_ratio,score,net_efficiency,capture_fraction,max_bdc_mm,elec_per_spring,expansion_work_j,elec_energy_j,peak_pressure_bar,rgf,scavenge_efficiency,stable,energy_balance_valid,spring_recovery,ke_power_fraction,unharvested_fraction
0.273318,2237.014007,0.187756,21.628150,32.121894,27.308922,0.945009,1.146570,0.644867,7.831388,0.652716,52.558085,1.572981,2.128656,28.910012,4.600000,13.500000,0.029226,0.019994,0.024783,17.334,0.040423,359.01,12.01,196.2,0.007762,0.992238,1,1,0.950000,0.334832,0.038667
0.866343,4058.182302,0.265382,13.170932,31.224474,15.788159,0.768909,1.143159,0.789925,7.359476,0.743196,90.409672,1.434297,1.636261,14.903482,4.600000,13.500000,0.125382,0.101302,0.120503,17.334,0.361720,408.78,69.26,217.8,0.012500,0.987500,1,1,0.950000,0.525864,0.026769
1.562228,1872.908949,0.252666,14.591884,43.568316,10.192072,0.760989,1.122746,0.551680,8.531726,0.620958,55.697238,1.681721,2.128656,24.775865,4.600000,13.500000,0.247941,0.186389,0.128487,17.334,0.322224,195.17,106.48,251.2,0.009861,0.990139,1,1,0.950000,0.195331,0.004802
1.923345,1856.250694,0.386081,12.322068,46.036527,25.625888,0.870867,1.239064,0.302351,8.664960,0.672499,52.368092,1.397023,2.128656,24.475410,4.600000,13.500000,0.202053,0.163213,0.215452,17.334,0.744142,264.21,100.98,180.9,0.011938,0.988062,1,1,0.933176,0.328669,0.051145
0.784173,4272.912741,0.120056,19.568952,51.083611,19.246423,0.647488,1.126606,0.968964,7.961714,0.796866,83.444411,1.678220,2.128656,21.555373,4.600000,13.500000,0.111893,0.090053,0.107812,17.334,0.267982,375.68,66.02,322.0,0.010155,0.989845,1,1,0.950000,0.402448,0.030998
0.286049,1813.970870,0.246344,12.410289,35.555521,21.465061,0.791482,1.254233,0.972572,8.131166,0.908971,79.591009,1.341472,1.989385,23.784189,4.600000,13.500000,0.085538,0.002282,0.069259,17.334,0.024043,199.94,1.91,367.1,0.013877,0.986123,1,1,0.950000,0.000226,0.011840
2.237447,1493.747613,0.424013,21.561740,38.691609,13.958667,0.932533,1.068945,0.169757,8.771507,0.850652,73.934695,1.488231,1.591514,14.539332,4.600000,13.500000,0.233405,0.175600,0.125633,17.334,0.205402,401.04,137.42,343.6,0.010629,0.989371,1,1,0.950000,0.215543,0.026553
2.450830,1193.025928,0.347923,13.805376,29.371966,16.184752,0.828953,1.021744,0.017912,8.074167,0.754530,83.059767,1.366178,1.474565,24.584227,4.600000,13.500000,0.076000,0.000000,0.000000,12.965,0.000000,237.15,0.00,304.9,0.013859,0.986141,1,1,0.950000,0.000000,0.000000
0.340845,4063.859932,0.218601,17.464896,29.878212,23.570793,0.868309,1.189182,0.530528,8.477956,0.649169,73.860417,1.341472,2.128656,19.283697,4.600000,13.500000,0.076000,0.000000,0.000000,17.124,0.000000,255.04,0.00,236.7,0.009818,0.990182,1,1,0.950000,0.000000,0.000000
1.570996,3647.570851,0.178745,19.169982,42.078941,13.804869,0.776974,1.190225,0.907805,8.187997,0.733251,69.741408,1.511334,1.646501,21.134186,4.600000,13.500000,0.224163,0.166538,0.175957,17.334,0.353028,268.66,112.35,296.4,0.008316,0.991684,1,1,0.950000,0.225550,0.045934
1.375259,3549.418407,0.334960,21.740540,39.966896,21.086334,0.842698,1.288413,0.575835,7.846647,0.902561,52.933194,1.341472,2.031157,23.489229,4.600000,13.500000,0.154807,0.115339,0.140739,17.334,0.459289,283.68,95.77,364.5,0.009723,0.990277,1,1,0.950000,0.281455,0.058365
2.493781,1235.257837,0.197792,21.098615,29.744883,10.781017,0.935358,1.039792,0.195902,7.828888,0.850436,86.044059,1.341472,1.817691,17.640523,4.600000,13.500000,0.164213,0.117446,0.132436,17.334,0.213638,467.76,91.89,288.9,0.010202,0.989798,1,1,0.950000,0.256967,0.020860
1.259263,2477.502768,0.133026,14.716272,43.054908,11.504137,0.623443,1.048532,0.749757,8.431121,0.770215,51.752273,1.341472,1.840062,15.516252,4.600000,13.500000,0.180316,0.154160,0.119435,17.334,0.238288,423.64,109.24,215.1,0.007727,0.992273,1,1,0.950000,0.359655,0.041070
2.493781,3640.606971,0.274015,14.867655,44.018268,20.636900,0.946502,1.138631,0.988380,7.918998,0.878078,80.150204,1.341472,1.846282,16.809676,4.600000,13.500000,0.309323,0.234717,0.296448,17.334,0.792042,413.97,189.61,354.7,0.010142,0.989858,1,1,0.950000,0.258678,0.024697
1.410052,3415.504614,0.171311,21.740540,31.982154,19.777980,0.678079,1.219821,0.167942,7.512350,0.677163,71.675114,1.707328,1.855472,26.127449,4.600000,13.500000,0.280595,0.217878,0.239131,17.334,0.502921,372.46,135.74,245.1,0.008359,0.991641,1,1,0.950000,0.249948,0.043288
1.185696,1545.705339,0.376517,21.740540,32.653872,11.075138,0.700039,1.149954,0.055580,7.402391,0.678678,53.445369,1.374821,2.003338,11.826055,4.600000,13.500000,0.107810,0.078197,0.084942,17.334,0.139825,373.29,48.83,245.2,0.007799,0.992201,1,1,0.950000,0.269099,0.071992
0.886897,2109.894818,0.352061,20.446164,35.703134,30.693956,0.864580,1.388458,0.426561,7.863237,0.817624,55.398425,1.566811,2.128656,19.256789,4.600000,13.500000,0.087194,0.070367,0.090678,17.334,0.210771,449.71,52.93,229.1,0.006043,0.993957,1,1,0.950000,0.439919,0.048657
